Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
4.0851775,-0.553851811,-0.64287958,0.307512088,0.902557293
4.0951875,0.250343933,-0.654076121,-0.688008537,0.981755267
4.1051975,0.095380942,-0.6341779,0.115559108,0.651638734
4.1152075,0.258496999,-0.517008323,0.163815594,0.600794352
4.1252165,-0.273105755,-0.774420005,-0.300186696,0.874314103
4.1352265,0.055846903,-0.638538753,0.047310991,0.642719959
4.1452675,0.042489505,-0.460341348,-0.090480984,0.47106934
4.1552765,0.361492486,-0.730639563,-0.01713585,0.815355521
4.1652865,0.384104985,-0.828828347,-0.394841423,0.995184816
4.1752965,-0.59049686,-0.76520874,0.305044563,1.013549773
4.1853065,-0.550176873,-0.518524214,-0.285364589,0.808080999
4.1953155,-0.191405608,-0.126214635,-0.028799876,0.231075039
4.2053255,0.35857235,-0.421039434,-0.147507125,0.572369363
4.2153355,0.672122821,-0.605156999,-0.180598272,0.922268842
4.2253455,-0.219124023,-0.735121454,-0.010156029,0.767151897
4.2353545,-0.522492134,-0.503298356,-0.182561767,0.748088273
4.2453645,0.332510616,-0.446388284,0.169966865,0.581991877
4.2554045,0.270175496,-0.468818787,-0.497410941,0.734985373
